time,open,high,low,close,Volume,BBPower
2018-07-19,7384.92,7570.9,7278.84,7471.42,8803.25309749,1266.4105882025979
2018-07-20,7474.35,7696.88,7265,7330.84,9379.17143244,1224.5005041736558
2018-07-21,7330.84,7458,7212,7409.92,4049.81022253,777.9832892917057
2018-07-22,7398.16,7581.03,7336.15,7396.6,5107.9788128,896.4228193928893
2018-07-23,7393.5,7800,7369.86,7719.62,12572.45317131,946.4624166224776
2018-07-24,7712.46,8496.96,7691.14,8403.83,18707.41156484,1595.5220713906956
2018-07-25,8394.48,8475,8049.22,8174.06,10348.06857767,1680.8503469063116
2018-07-26,8174.06,8314.23,7855.97,7926,8091.87166049,1182.7402973482667
2018-07-27,7926,8274.98,7798.48,8183.05,8701.76587806,889.0516834413702
2018-07-28,8177.72,8259,8051.43,8237.74,2765.6804906,941.5828715211755
2018-07-29,8231.07,8299.99,8109.74,8216.74,3980.2794076,888.7924613038649
2018-07-30,8216.74,8295,7853.01,8160.21,11785.89207823,512.8606811175996
2018-07-31,8162.28,8162.37,7633.67,7725.43,11994.08614156,187.2177266722274
2018-08-01,7726.85,7761.56,7440,7602.01,11406.76843741,-349.4333771380907
2018-08-02,7600.22,7709.98,7455,7536.37,5262.23613199,-317.6914661183637
2018-08-03,7535,7542.92,7286.41,7416.98,9585.77930917,-560.6683995300264
2018-08-04,7416.98,7494.48,6926,7009.99,6831.75139028,-773.801485311451
2018-08-05,7009.94,7086.8,6888.88,7032.61,6039.1351446,-1057.3069874098146
2018-08-06,7028.89,7157.93,6835.06,6936.11,7317.64296455,-874.1731320655554
2018-08-07,6932.18,7155,6671,6717.68,10039.39296375,-836.6198274847629
2018-08-08,6717.67,6717.68,6121,6283.59,14668.56100283,-1524.5912807012246
2018-08-09,6283.89,6627,6190.01,6543.76,9484.88670496,-1364.0110977439072
2018-08-10,6544.98,6584.05,5995.75,6139.99,14096.00988894,-1329.6437980662058
2018-08-11,6139.99,6494.13,6000,6239.98,6818.37504816,-1211.1018269138904
2018-08-12,6240.49,6493.77,6163.44,6310.82,7169.89323056,-893.2229944976198
2018-08-13,6311.99,6544.37,6142.2,6252.63,8896.68083746,-714.5525667122456
2018-08-14,6252.63,6254.02,5880,6193.62,14235.27018218,-1122.2622000390675
2018-08-15,6194.3,6628.5,6186.02,6272.3,12501.11334781,-340.09331431920145
2018-08-16,6273.34,6477.57,6208.37,6313.51,7099.2611636,-393.3028408450309
2018-08-17,6314.08,6584.49,6290.64,6580.15,6635.58158998,-215.6924350100262
2018-08-18,6578.13,6615,6303,6399.28,3496.80232127,-131.0706585800217
2018-08-19,6397.37,6545,6312,6481.99,3138.71131829,-179.91485021144763
2018-08-20,6481.63,6522.99,6223.9,6260.82,6254.82080784,-216.4141573240977
2018-08-21,6260.83,6513.28,6246.05,6479.27,5655.04172504,-203.29356342065512
2018-08-22,6478.99,6906.81,6250,6355.76,11955.65069577,230.05837421086744
2018-08-23,6355.97,6575.99,6344.8,6525.01,4028.43387247,-23.571393533543414
2018-08-24,6525.99,6721.09,6445.32,6692.94,6374.54257854,158.97451982839084
2018-08-25,6692.99,6800,6664.25,6732.4,4980.64928331,391.47673128147835
2018-08-26,6732.99,6775.34,6558.95,6700.46,3475.7202496,214.6386268126962
2018-08-27,6700.13,6944.47,6641.35,6904.51,5863.68824836,367.6873944108838
2018-08-28,6911.7,7125.28,6861.17,7080.94,8222.24765235,633.4963380664713
2018-08-29,7079.46,7124.06,6890,7032.96,5730.97892652,559.2540040569756
2018-08-30,7034.47,7055.97,6792.85,6984.01,6875.26197217,320.69771776312245
2018-08-31,6984.34,7101.03,6879,7017.35,5790.38050638,379.5394723683903
2018-09-01,7015.78,7300.18,7015.22,7185.01,4590.45724112,604.9766906014784
2018-09-02,7195.8,7334.5,7130.63,7290.31,3297.68658519,630.3928776584098
2018-09-03,7291.94,7340.08,7184,7258.99,2829.87707292,591.7367522786371
2018-09-04,7261.29,7411.85,7231,7361,4531.14780379,597.6986448102616
2018-09-05,7353.48,7387,6650,6679.3,12408.79698551,89.92740983736621
2018-09-06,6671.95,6705.59,6253.29,6493.09,14674.0236716,-850.9222201393995
2018-09-07,6488.01,6525,6322,6400,6541.96747088,-818.5447601194846
2018-09-08,6401.01,6465.46,6113.23,6178.31,4284.19484304,-899.8655086738445
2018-09-09,6178.31,6451.51,6094.38,6236.04,4104.31379555,-788.8832931490097
2018-09-10,6238.99,6351.13,6223.9,6301.99,5371.72530672,-655.3442512705797
2018-09-11,6303.99,6405,6162.06,6279.99,7076.79725968,-567.543643946211
2018-09-12,6274.6,6350,6192.89,6322.45,4282.14044437,-521.7559805253231
2018-09-13,6326.83,6537.46,6324.37,6485.7,6985.34747474,-189.49512616456377
2018-09-14,6482.95,6587,6384.36,6476.51,4598.02098322,-65.92153671248434
2018-09-15,6476.51,6570.1,6466.74,6520.15,1328.81956289,-0.8727457535569556
2018-09-16,6521.49,6524.84,6349.47,6499.98,1098.62806031,-158.0094963601905
2018-09-17,6499.28,6530.24,6200,6254.52,4386.88772482,-227.32528259444916
2018-09-18,6251.49,6390,6226.63,6332.34,4196.47314808,-299.0945279380985
2018-09-19,6330,6510,6100,6388.4,7232.08338006,-285.8781668040847
2018-09-20,6388.4,6535.11,6333.63,6492.98,5177.64510387,-40.00700011778645
2018-09-21,6492.98,6775.34,6483.83,6749.45,8569.98587321,266.11542847046985
2018-09-22,6748.85,6826.28,6624.79,6710.01,5491.80951385,397.02036726040205
2018-09-23,6710.01,6774.91,6659,6702.22,3248.80491931,329.80460050891634
2018-09-24,6703.37,6721.68,6550.96,6581.52,4030.72562001,160.11537186478654
2018-09-25,6578.7,6579.59,6324.96,6428.99,8206.61700477,-171.61110983018352
2018-09-26,6428.09,6540,6379.44,6461.51,4295.92674134,-134.84380842587143
2018-09-27,6454.32,6736.85,6431.95,6681.62,5664.85211251,70.37959277782556
2018-09-28,6684.5,6792.28,6525.67,6610.76,7642.04936428,201.9439366667075
2018-09-29,6609.02,6609.02,6454,6579.38,3382.01592212,-59.0937685713925
2018-09-30,6574.29,6628.06,6510,6597.81,2482.69507513,5.445341224521144
2018-10-01,6597.79,6638.15,6477.57,6571.2,4753.14698891,-18.29256466469633
2018-10-02,6569.32,6597,6447.28,6500,4116.13342419,-70.58791256974018
2018-10-03,6500,6510,6396.34,6456.77,4774.76328174,-179.7667822026342
2018-10-04,6454.81,6604.89,6450.58,6547.56,3832.70048916,-31.924384745115276
2018-10-05,6548.83,6641.35,6510,6582.12,3807.26928181,52.97767021847358
2018-10-06,6582.11,6595.69,6526.28,6544.08,2022.78075908,25.056574472975626
2018-10-07,6547.93,6600,6493.92,6577.63,2455.65659087,-11.328650451734575
2018-10-08,6574.15,6656.63,6541.06,6604.75,4079.04424933,77.54829961279938
2018-10-09,6604.76,6623.14,6553.13,6588.8,2254.95026959,47.91997109668591
2018-10-10,6588.72,6589.79,6387.91,6517.55,5177.06675956,-137.32859620284125
2018-10-11,6517.55,6520.43,6055.28,6152.76,9616.23958351,-423.67451103100666
2018-10-12,6152.76,6243.79,6109.79,6185.15,3246.3815572,-555.9352951694345
2018-10-13,6182.03,6219.77,6168.83,6199.69,1954.04680593,-448.03882443094335
2018-10-14,6201.23,6349.47,6143.08,6183,2525.73820085,-276.85470665509365
2018-10-15,6185.04,6756,6149.28,6441.74,16895.88930388,119.57882286706172
2018-10-16,6438.2,6493.77,6386.4,6461.2,4703.09390629,74.94041960033974
2018-10-17,6457.67,6465.39,6407.69,6437.29,2961.26337446,57.94321680029134
2018-10-18,6440.07,6490,6350,6396.18,3823.16928503,28.11704297167853
2018-10-19,6394.23,6412.4,6355.99,6383.46,2290.0590117,-37.06967745284783
2018-10-20,6380.47,6424.16,6363.02,6412.86,1261.97849549,-21.174009245296475
2018-10-21,6412.86,6470,6401.01,6413.38,1541.01151749,60.02656350403231
2018-10-22,6412.62,6429.23,6372.53,6406.06,2407.5354618,-9.385802710829921
2018-10-23,6409.39,6421.58,6354.26,6393.41,2851.00556658,-31.83068803785318
2018-10-24,6396.24,6473,6393,6411.96,3535.33808825,56.00798168183974
2018-10-25,6411.96,6422.73,6361.73,6393.53,3046.60380599,-22.256015701281285
2018-10-26,6393.38,6450.3,6377.81,6406.1,3323.82631782,20.610557970330774
2018-10-27,6406.1,6420.01,6381.25,6407.66,890.1271569,-7.356664596860355
2018-10-28,6407.66,6420,6383,6405.57,839.29766473,-5.977141083023525
2018-10-29,6404.27,6420,6208.37,6266.52,5190.82201499,-141.1875494997339
2018-10-30,6266.47,6289,6240,6269.46,2523.57742936,-207.60932814262924
2018-10-31,6269.45,6350,6199.25,6303.27,5148.08262352,-168.77799555082493
2018-11-01,6304.5,6365.33,6288.01,6340.99,2190.97047686,-59.53828190070635
2018-11-02,6343.85,6381.25,6328.33,6350.43,2678.06948097,-1.5813844863205304
2018-11-03,6350.05,6351.74,6312.48,6335,1084.13861953,-41.06118670256183
2018-11-04,6333.59,6475,6310.57,6421.76,2673.81391399,60.54041139780384
2018-11-05,6428.23,6441.43,6369.89,6403.2,2335.48865475,74.66606691240395
2018-11-06,6404.97,6460.01,6378.24,6447.5,4270.33460011,78.97520021063065
2018-11-07,6448.17,6544,6442.47,6501,4798.83604741,192.52017160911146
2018-11-08,6501,6511.27,6388.88,6405.49,3966.97303181,103.76728995066787
2018-11-09,6405.49,6418.18,6307,6325,3218.12902607,-50.29089432799992
2018-11-10,6325,6377.26,6323,6349.32,1523.39384996,-64.235052281143
2018-11-11,6349.39,6365,6269.46,6357.54,1718.26855567,-122.97575909812349
2018-11-12,6352.57,6388.21,6298.5,6318,3526.03903239,-53.37779351267727
2018-11-13,6318.01,6328.36,6244.35,6260.91,3630.56272124,-136.1966801537228
2018-11-14,6255.86,6298.47,5324,5595.91,25121.93301356,-869.7100115603344
2018-11-15,5592.23,5641,5199.8,5585,19945.90828161,-1462.497152766001
2018-11-16,5571.12,5610,5411.74,5508.71,8074.6055758,-1097.8604166565729
2018-11-17,5514.62,5550.66,5452.63,5503.36,2732.79162871,-957.3274999913474
2018-11-18,5503.36,5658.47,5500,5559.26,2576.4553201,-681.8478571354399
2018-11-19,5553.01,5559.69,4694.44,4735.44,28910.62553331,-1247.6967346875208
2018-11-20,4732.92,4897.36,4048.58,4352,39775.38943928,-2156.1972011607313
2018-11-21,4349.41,4635,4242.33,4538.01,20678.25000596,-1935.3618867091973
2018-11-22,4551.47,4589.53,4194.98,4275.23,10258.46172893,-1705.0059028935984
2018-11-23,4268.4,4364.46,4061.02,4288.26,13322.77736822,-1790.7507739087973
2018-11-24,4288.25,4376.88,3638.48,3785.65,14236.74417437,-1823.0235204932546
2018-11-25,3780.67,4120,3474.73,3938.89,26969.94763424,-1963.5673032799327
2018-11-26,3934.22,4069.59,3522.28,3727.34,24357.88293934,-1665.9105456685143
2018-11-27,3727.34,3834.35,3548.76,3771.01,16814.00296565,-1629.5618962872982
2018-11-28,3771.01,4355.08,3771,4220.16,22983.71348838,-804.8273396748264
2018-11-29,4219.77,4409.77,4086.97,4249.8,15944.01262628,-372.5520054355652
2018-11-30,4250,4300,3861,3971.06,14364.62144791,-575.8388618019126
2018-12-01,3970.56,4264.47,3904.34,4140.39,6412.23253743,-502.87759583021125
2018-12-02,4140.4,4265,4030,4102.05,7019.16205825,-309.8893678544664
2018-12-03,4099.63,4115.15,3747,3834.34,10726.6773046,-608.9951724466864
2018-12-04,3830.81,4033.98,3730,3903.52,12249.9368879,-612.2930049543024
2018-12-05,3903.52,3913.62,3662.35,3696.69,13443.12710553,-659.8897185322598
2018-12-06,3694.03,3844.79,3415.22,3437.26,15480.96697218,-781.3726158847944
2018-12-07,3437.22,3531,3210,3380.68,26513.2316249,-1117.5222421869667
2018-12-08,3376.27,3495.99,3241,3398.8,10176.34927433,-969.9719218745431
2018-12-09,3398.8,3633.2,3371.09,3529.75,8011.02295177,-610.1773616067512
2018-12-10,3528.68,3588.43,3355,3408,10375.26877055,-556.97059566293
2018-12-11,3406.41,3427.27,3292.65,3353.42,8951.71070828,-667.1147962825116
2018-12-12,3345.01,3490,3325.7,3430.18,7284.10378196,-496.09553967072407
2018-12-13,3430.2,3441.13,3221.14,3262.73,11715.01908312,-537.1918911463349
2018-12-14,3263.55,3294.81,3135.55,3195.75,14437.50526664,-653.6787638397159
2018-12-15,3194.04,3230,3122.28,3179.54,5814.86853241,-628.1932261483275
2018-12-16,3180.84,3259.43,3178.23,3193.78,6033.50714633,-458.11133669856645
2018-12-17,3191.41,3590,3181.26,3496.73,16389.79444903,-138.4668600273426
2018-12-18,3499.37,3684,3422.77,3667.16,13792.36427592,136.38697711942086
2018-12-19,3667.16,3924.01,3642.69,3684.5,21125.61437541,539.37169467379
2018-12-20,3684.03,4172.07,3656.75,4073.77,25986.85291601,641.4614525775341
2018-12-21,4073.58,4162,3770,3841.08,16967.23460506,673.9555307807441
2018-12-22,3842.59,4010.16,3780.09,3980.9,7697.59815203,431.6690263834953
2018-12-23,3977.65,4051,3900,3943.83,4609.89261726,516.8363083287104
2018-12-24,3947.82,4236.84,3944.84,4036,12017.91713092,656.3968357103231
2018-12-25,4034.54,4049.23,3674.73,3779.99,11801.43441841,193.7201448945625
2018-12-26,3780,3863.34,3678.8,3810.01,10064.18282348,-0.9255900903744987
2018-12-27,3810.01,3841.17,3566,3591.69,11850.0123819,-84.51193436317863
2018-12-28,3590.26,3970,3575,3884.97,13055.71840689,13.566913402989485
2018-12-29,3884.66,3961.85,3702.51,3725.48,6901.3823318,144.42306863113436
2018-12-30,3728.96,3870,3688.76,3835.79,5736.45370818,17.159773112401126
2018-12-31,3831.03,3842.89,3630,3693.3,6667.16373743,-46.56733733222836
2019-01-01,3693.85,3845.46,3629.66,3823.44,5149.60627729,-62.540574856196145
2019-01-02,3825.41,3918.67,3770,3885.87,5534.46951453,117.5695072661174
2019-01-03,3890.27,3893.4,3760,3787.81,4803.1491092,81.65386337095742
2019-01-04,3785.64,3850.33,3732.38,3817.71,7452.05894356,1.8675971751063116
2019-01-05,3822,3887.09,3780,3791.84,3656.37531439,85.84222615009094
2019-01-06,3795.38,4090,3753,4040.71,5400.71486407,190.29905098579184
2019-01-07,4040.71,4070,3964.01,4005.45,7445.09600426,330.1377579878217
2019-01-08,4005,4112,3934.73,3994.9,11819.98676966,302.0109354181327
2019-01-09,3994.75,4060,3948.44,4002.13,7390.13399203,226.64365892982778
2019-01-10,4003.09,4036.22,3503.44,3627.51,16118.42088248,-166.88257806014826
2019-01-11,3627.65,3704.6,3569.85,3632.02,10571.08164263,-368.87792405155596
2019-01-12,3631,3650.35,3557.09,3617.13,3184.35219414,-377.4496491870482
2019-01-13,3617.75,3654.02,3476,3515.95,5908.52280454,-375.87112787461274
2019-01-14,3517.03,3714,3506,3664.28,9925.99072165,-260.55810960681083
2019-01-15,3664.28,3687.02,3534.68,3576.93,8059.8173777,-212.18695109155215
2019-01-16,3576.92,3669,3570.48,3605.91,7675.06606371,-162.68310093561604
2019-01-17,3609.5,3660,3534.25,3638.01,7499.52552971,-189.89265794481344
2019-01-18,3638.01,3641.9,3577,3609.21,5023.5102908,-141.5679925241261
2019-01-19,3609.29,3774,3602.6,3681,4080.88346413,15.913149265034463
2019-01-20,3680,3703.27,3470,3536.72,5591.01583422,-146.38158634425645
2019-01-21,3537.42,3573.29,3485.58,3531.51,5821.89983137,-224.11993115221958
2019-01-22,3531.51,3615.8,3401.36,3576.81,6877.0636755,-247.34851241618753
2019-01-23,3574.44,3620.23,3518,3552.32,6170.84267224,-103.44015349959
2019-01-24,3553.2,3598,3524,3570.73,4488.01463801,-105.35441728536262
2019-01-25,3570.67,3578.79,3511,3560,4961.79512299,-122.22807195888254
2019-01-26,3560.94,3657.89,3536.51,3555.56,2697.88387935,-3.2040616790422973
2019-01-27,3555.31,3564.12,3456,3533.23,3852.6596409,-158.74919572489398
2019-01-28,3532.23,3536.77,3357.3,3429.5,10345.1009104,-239.10359633562302
2019-01-29,3431.43,3438.76,3322.19,3390.5,7284.38686266,-321.9130825733914
2019-01-30,3391.25,3465.05,3372.34,3437.35,5704.02340186,-215.7354993486215
2019-01-31,3438,3474.2,3392.6,3413.11,5951.8181698,-153.9104280131046
2019-02-01,3413.69,3460,3364.53,3434.83,6659.84752495,-174.60179543980348
2019-02-02,3434.83,3485,3406.38,3462.82,3051.95860768,-97.25296751983205
2019-02-03,3470.5,3476.33,3384.67,3414.82,2813.89222442,-104.91968644557073
2019-02-04,3413.75,3439.46,3394.85,3410.87,3244.08497898,-111.0125883819178
2019-02-05,3409.81,3435,3396,3431.39,4045.62530164,-102.53079004164374
2019-02-06,3431.81,3445.6,3328.7,3364.62,6137.40639817,-130.04639146426643
2019-02-07,3364,3383.29,3350,3359.33,4293.5558141,-144.5297641122279
2019-02-08,3358.39,3711.04,3337.91,3622.94,14388.64754224,118.55020218951904
2019-02-09,3626.12,3639.74,3589.52,3622.62,4054.50461695,253.8830304481594
2019-02-10,3622.74,3662.43,3576.16,3650.37,4155.50568273,216.7325975269937
2019-02-11,3651.32,3652.56,3578.7,3588.7,7931.40887407,187.18222645170908
2019-02-12,3588.99,3619.93,3548.28,3585.94,10074.64745115,105.87476553003671
2019-02-13,3585.7,3629.81,3541,3574.93,7992.74321134,95.97122759717467
2019-02-14,3575.01,3590.74,3531.01,3560.46,5910.24312876,40.328195083292485
2019-02-15,3560.45,3620.53,3544.88,3566.29,6218.76936751,76.67988149996518
2019-02-16,3566.29,3609,3561.96,3579.92,3442.47630393,72.07132699996964
2019-02-17,3580.43,3663.34,3553.98,3625.6,5012.46127538,96.67256599997427
2019-02-18,3625.6,3916.47,3614.82,3869.8,15567.08485429,322.22077085712044
2019-02-19,3870.97,4000,3840.08,3888.46,12525.13651013,549.8892321632457
2019-02-20,3889.92,3967.52,3861.49,3936.53,9852.28293853,455.5521989970671
2019-02-21,3936.8,3989.99,3866.25,3900.4,8055.79892817,421.73331342605707
2019-02-22,3900.64,3957,3882.59,3939.82,6593.85993401,341.4928400794779
2019-02-23,3939.83,4157.87,3905.63,4113.53,7966.31721086,461.2652914966957
2019-02-24,4113.56,4190,3714.42,3730.68,13737.01398845,322.3102498543103
2019-02-25,3733.78,3861.81,3732.6,3820.71,8835.36224921,3.827357017979921
2019-02-26,3817.93,3830,3760.09,3795.06,6543.16453722,-0.4265511274452365
2019-02-27,3794.42,3822.85,3658.19,3798.47,7602.29984472,-110.39418668066719
2019-02-28,3796.49,3897.62,3755,3791.36,6747.88027166,62.43069713085697
2019-03-01,3791.02,3845.3,3789.5,3807.05,4761.41015902,41.19488325502061
2019-03-02,3805,3818.75,3760,3810.46,3259.74312485,-18.757242924268212
2019-03-03,3810.47,3822.39,3756,3789.52,2508.08649072,-16.47906536365872
2019-03-04,3789.7,3806.9,3670,3698.66,7293.71962839,-89.74777031170697
2019-03-05,3698.65,3877.1,3690,3844.07,7280.82397551,-16.903803124320348
2019-03-06,3844.07,3895.12,3808.8,3851.55,6402.67507493,102.90245446486824
2019-03-07,3851.26,3891.04,3826.13,3856.64,7964.50825371,100.11496096988685
2019-03-08,3856.78,3924.37,3760.1,3844.64,7707.39667049,57.09710940275954
2019-03-09,3841.27,3950.25,3835.66,3916.43,5125.89830383,129.1818080595085
2019-03-10,3916.42,3916.43,3862,3897.92,3000.60671855,101.82869262243594
2019-03-11,3898.14,3912.89,3812.64,3849.25,6612.11516125,45.80030796208757
2019-03-12,3848.86,3877.69,3791.07,3859.74,5794.61473428,-16.648307461066906
2019-03-13,3861.37,3874.68,3820,3848.48,4275.54000025,7.621450747656581
2019-03-14,3848.1,3903.98,3775.01,3854.77,5167.56617609,-11.280185073437224
2019-03-15,3857.33,3912.06,3843.09,3901.21,6411.98332751,48.85841279419628
2019-03-16,3899.19,4040,3899.12,3990,6959.47788339,193.72721096645364
2019-03-17,3990,3992.42,3927.28,3965.5,2711.95016796,147.79189511410323
2019-03-18,3965.63,4016.63,3929.83,3969.59,5420.23037801,150.65591009780292
2019-03-19,3969.94,4012.63,3947.15,3998.13,5317.45055524,135.33935151240303
2019-03-20,3999.5,4050,3962.6,4031.59,6244.95370182,154.0537298677741
2019-03-21,4033.7,4055.35,3919.63,3974.21,7561.75989694,103.59462560094971
2019-03-22,3974.5,4000.81,3958.94,3982.07,3453.36892821,75.11396480081385
2019-03-23,3980.4,4001.17,3957.11,3982.52,2259.5645261,62.15768411498311
2019-03-24,3979.19,3980.97,3942.04,3969.99,2204.06560941,20.62230066998518
2019-03-25,3970.23,3980.22,3850.45,3910.51,6913.36709721,-60.0937422828697
2019-03-26,3910,3936.36,3879.5,3922.58,4315.60487708,-68.38892195674498
2019-03-27,3922.58,4037.11,3912.19,4025.5,8151.67504888,41.22949546564723
2019-03-28,4025.5,4025.56,3992.6,4012.23,3927.54682157,93.46242468483979
2019-03-29,4011,4102.57,4005,4090,8391.03462414,146.40064972986238
2019-03-30,4090,4130.36,4040,4094.92,3923.12881602,176.52341405416792
2019-03-31,4094.92,4101.7,4074.29,4096.08,2402.58820541,153.82149776071583
2019-04-01,4092.02,4150,4052.56,4136.32,7232.98731201,144.6098552234712
2019-04-02,4133.93,5080,4130.64,4899.63,30686.17351442,903.9313044772616
2019-04-03,4899.01,5345,4800.5,4978.23,29321.27268405,1603.112546694796
2019-04-04,4972.83,5077.35,4778.59,4907.94,15898.11514808,1131.6250400241115
2019-04-05,4911.14,5067.62,4883.83,5039.73,13023.7465161,1033.5428914492377
2019-04-06,5041,5240,4900,5041.39,10049.84478829,1055.6824783850607
2019-04-07,5041.92,5253.49,5028.3,5190.85,10872.51935616,1012.1321243300526
2019-04-08,5192.92,5347.37,5127.68,5287.88,13344.98151487,1018.806106568617
2019-04-09,5287.97,5288.95,5136.01,5192.6,9410.35350033,836.0080913445281
2019-04-10,5184.03,5466.06,5161,5323.47,10723.93474696,886.9669354381667
2019-04-11,5323.47,5344.31,4966.87,5040.2,15052.95606333,522.4716589470008
2019-04-12,5037.82,5122.48,4912,5076.35,8057.03847684,193.77285052600018
2019-04-13,5075.74,5122.01,5033.73,5063.63,4520.43702971,274.0967290222852
2019-04-14,5064,5185.26,5012.73,5162.72,3443.44728316,252.94719630481632
2019-04-15,5160.54,5192.01,4948.57,5027.31,7423.01375858,179.88331111841399
2019-04-16,5027.33,5231.96,5014.77,5202.43,7675.40412015,222.58140953006932
2019-04-17,5201.47,5275.07,5170.01,5233.72,6741.07720986,357.6040653114869
2019-04-18,5227.6,5325,5218.23,5281.58,6375.89568714,387.7991988384165
2019-04-19,5283,5357.96,5180.37,5289.91,5285.60637017,322.27217043292876
2019-04-20,5289.91,5362.97,5253.82,5318.89,3665.56962108,340.4861460853672
2019-04-21,5318.94,5346.91,5212.8,5295.65,4631.03916752,238.40669664459983
2019-04-22,5295.96,5439.12,5249,5386.8,7127.11186779,302.202882838229
2019-04-23,5388.22,5627,5363.24,5531.32,10132.40317154,507.64818528991054
2019-04-24,5531.29,5623.3,5372,5440.95,10521.03763127,455.6641588199245
2019-04-25,5440.95,5510,4991.42,5132.55,9893.93590864,1.0035647027925734
2019-04-26,5132.5,5291.48,5046.31,5155.19,15033.1017793,-135.47837311189232
2019-04-27,5154.11,5218.31,5113,5168.91,4041.33355341,-122.60860552447866
2019-04-28,5171.51,5213.23,5099,5160.98,3957.25435637,-122.83737616383951
2019-04-29,5152.98,5191.96,5071.58,5149.11,5753.61513714,-151.97775099757655
2019-04-30,5150.21,5287.4,5127.05,5269,5055.2728357,-18.56521514078031
2019-05-01,5267.86,5357.96,5263.03,5318.42,4209.28441353,158.85695845076043
2019-05-02,5322.28,5422.94,5304.99,5385,5908.52172325,221.81596438636643
2019-05-03,5385,5796.56,5363.1,5658.22,12700.58899257,537.785112331173
2019-05-04,5659.82,5846.13,5510,5764.65,8525.45570755,604.6229534267195
2019-05-05,5766.46,5782.55,5624.25,5709.32,5162.56182988,559.9882457943304
2019-05-06,5714.4,5755.79,5562.44,5685.46,6826.98087533,396.54563925228285
2019-05-07,5686.88,5970,5686.88,5751.54,10741.56186069,652.1391193590998
2019-05-08,5751.54,5986,5658.66,5940.89,6320.4135454,514.6278165935146
2019-05-09,5945.32,6172,5932.83,6156.7,9081.24077807,805.7452713658695
2019-05-10,6151.66,6426.8,6105,6342.84,13821.71360689,1034.6302325993174
2019-05-11,6338.93,7445,6338.93,7217.47,22331.43531269,1867.078770799415
2019-05-12,7214.4,7585,6762.57,6974.35,27398.21436403,2140.4546606852127
2019-05-13,6968.84,8167.5,6863.75,7810.05,27299.34473923,2336.5654234444683
2019-05-14,7810.72,8335.56,7618.99,7986,18881.44115957,2791.6775058095427
2019-05-15,7991.72,8300,7838,8208.69,16613.07123458,2510.197862122466
2019-05-16,8203.97,8390.95,7654.93,7880,17078.7037596,2113.4781675335435
2019-05-17,7879.28,7942.09,6178,7351.71,27307.57969969,77.54271502875054
2019-05-18,7352.39,7493.85,7205.57,7260.12,7564.89968988,588.6308985960713
2019-05-19,7257.82,8299.99,7247.86,8200,15595.26745165,1110.030770225204
2019-05-20,8193.45,8199.97,7581.03,8005.64,13426.78750889,1118.4006601930314
2019-05-21,8007.67,8117.48,7676.27,7955.16,7518.5556769,952.9048515940285
2019-05-22,7949.18,8049.22,7505.69,7624.95,8396.82203697,655.6284442234537
2019-05-23,7622.9,7980,7468.31,7880.22,8370.35625318,426.0058093343896
2019-05-24,7880.4,8188.87,7795.95,7999.02,9358.97181211,823.1249794294763
2019-05-25,7999.02,8158.45,7939.76,8064.64,3361.65325124,798.2885537966949
2019-05-26,8066.15,8802.29,7888.91,8733.26,8526.81164447,1081.7644746828828
2019-05-27,8733.27,8939.18,8653.68,8770.73,8948.02467376,1707.4209782996131
2019-05-28,8774.45,8817.41,8540.94,8717.96,6142.89607319,1251.4136956853836
2019-05-29,8715.35,8762.39,8421.12,8663.41,7584.25785894,902.3045963017576
2019-05-30,8663.07,9096.79,8000,8277.76,15252.9787072,776.3967968300785
2019-05-31,8277.76,8589.99,8109.74,8547.2,9956.80818782,268.7643972829246
2019-06-01,8545.8,8624.72,8457.33,8556.27,5167.05130706,553.7166262425053
2019-06-02,8560.1,8833.97,8546.01,8734.49,4263.0361653,717.268536779291
2019-06-03,8735.84,8745.96,8049.22,8103.64,9948.80164334,197.53017438224833
2019-06-04,8103.63,8103.63,7432.84,7665.53,15485.70215021,-880.2384219580717
2019-06-05,7673.41,7924.48,7570.9,7785.94,9193.52602255,-800.6386473926341
2019-06-06,7784.62,7878.62,7449.68,7806.07,8738.66635896,-870.0216977651135
2019-06-07,7801.97,8134.99,7758.93,8001.25,9012.02474686,-276.4271695129537
2019-06-08,8002.68,8061.12,7777.67,7932.27,4869.67554162,-287.8704310111034
2019-06-09,7933.17,7966.58,7511.41,7632.99,3895.84810538,-525.7160837238025
2019-06-10,7629.98,8090,7523.16,8021.1,7150.59429755,-396.0452146204025
2019-06-11,8017.99,8057.32,7713.34,7919.1,5552.68803771,-214.11589824606017
2019-06-12,7915.7,8266,7821.73,8176.27,8577.16249687,50.41637293194799
2019-06-13,8171.12,8335.56,8049.22,8238,7237.80039095,284.7968910845275
2019-06-14,8235.44,8737.37,8174.92,8697.54,8678.2503063,627.2930495010241
2019-06-15,8694.74,8911.98,8623.52,8857.19,5275.7530691,1046.3054710008764
2019-06-16,8857.19,9391.85,8805,8974.19,15018.85335613,1499.2004037150382
2019-06-17,8973.02,9477.7,8973.02,9333.48,12760.96069746,1471.7403460414607
2019-06-18,9333.48,9361.87,8918,9078.84,11327.45394298,1132.5045823212513
2019-06-19,9076.51,9325.85,9036.19,9278.27,4687.25984305,1013.3639277039292
2019-06-20,9280.17,9600,9211.08,9534.99,7870.31583938,1216.5033666033687
2019-06-21,9534.99,10229.49,9534.97,10222.12,12553.09963424,1762.788599945743
