time,open,high,low,close,Volume,BBPower
2015-12-15,443.3,464.99,442.94,464.53,18096.38828308,70.13096835525977
2015-12-16,464.53,465,436.89,455.87,23378.12257312,53.52797287593694
2015-12-17,455.61,458.84,448.75,456.17,6598.71670498,50.0882624650888
2015-12-18,442.08,466.64,439.19,462.46,15219.39764393,38.69708211293329
2015-12-19,463.7,465.9,452.03,461.8,6839.29471064,42.73035609679994
2015-12-20,461.89,462,433.83,442.54,16626.48835529,19.218876654399935
2015-12-21,442.47,450,425.52,438.07,18930.86318626,-1.0238200105143278
2015-12-22,438.14,443.58,433.06,435.48,8146.01738812,0.8938685624162872
2015-12-23,435.65,445.52,434.43,442.56,7100.22828737,2.864744482071103
2015-12-24,443.01,459.54,443.01,455,10138.54979731,20.762638127489538
2015-12-25,455.78,458.33,448,455.51,2878.16735133,20.36654696641955
2015-12-26,455.5,457.45,407.25,417.39,26672.12173036,-13.951531171640397
2015-12-27,417.11,425.42,410.5,421.76,6968.57365919,-37.71274100426314
2015-12-28,421.78,429.86,417.01,421.46,7560.562992,-22.375206575082643
2015-12-29,420.81,433.33,418.55,431.82,10420.1705789,-16.564462778642223
2015-12-30,431.7,434.97,420.75,425.84,7717.51026269,-10.329539524550455
2015-12-31,426.09,433.89,419.99,430.89,6634.86316694,-11.55960530675759
2016-01-01,430.89,436,427.2,433.82,3788.11117403,-2.5539474057922575
2016-01-02,434.87,435.99,430.42,433.55,2972.06344941,0.46375936646376203
2016-01-03,433.2,434.09,424.06,431.04,4533,-7.243920543031095
2016-01-04,431.54,435.86,428.44,434.17,5843.1741748,-1.5147890368837693
2016-01-05,433.31,435.39,429.5,432.43,3881.72086194,-0.7883906030432399
2016-01-06,432.45,432.67,426.54,429.56,5507.61422616,-5.531477659751317
2016-01-07,429.99,459.16,429.25,457,16833.44632679,16.631590577356008
2016-01-08,456.87,465,444.51,452.7,10258.99458512,32.928506209162265
2016-01-09,452.02,454,446.68,448.84,4396.24860968,21.084433893567677
2016-01-10,448.84,449.89,440.8,448.79,4078.6106536,8.525229051629424
2016-01-11,448.2,451.13,438,448,7986.45843121,4.988767758539552
2016-01-12,448,448,434.35,434.85,6933.04240287,0.2718009358910649
2016-01-13,434.85,438.35,424.5,432.64,10066.88954223,-16.828456340664843
2016-01-14,432.64,434,427,429.55,4420.91215991,-15.738676863427031
2016-01-15,429.55,429.8,360,360,37326.70141432,-64.54743731150887
2016-01-16,360.62,392.07,352,386.91,25019.25199338,-98.77351769557907
2016-01-17,387.8,391.14,376,380.16,8416.94363516,-63.91444373906779
2016-01-18,379.94,388.5,373.63,385.49,7015.52993593,-60.342380347772405
2016-01-19,385.47,386.92,375.59,376.76,7223.00324222,-50.11204029809062
2016-01-20,376.9,422.98,372.53,416.32,25172.91741973,-19.9717488269348
2016-01-21,418.9,421.25,404.59,409.59,9414.55707188,9.829929576913003
2016-01-22,409.42,410.07,374.45,382.55,14744.75776264,-24.21720321978887
2016-01-23,382.85,395,381.05,386.4,7664.89092786,-27.553317045533333
2016-01-24,386.37,405.97,385.36,402.16,5448.94521306,-12.375700324742866
2016-01-25,402.16,402.31,385.5,390.9,8040.83085605,-12.76631456406534
2016-01-26,390.1,397.7,386.2,391.77,6589.15355032,-14.242555340627405
2016-01-27,391.77,397,390.31,394.95,4262.98712728,-9.655047434823416
2016-01-28,394.62,395.56,376,379.75,11414.04549854,-20.052897801277197
2016-01-29,379.55,383.99,363.73,378.22,13544.1454201,-38.86819811538044
2016-01-30,378.12,380.42,372.95,375.64,2587.10717325,-28.174169813183198
2016-01-31,376.38,379.3,364.7,368.49,4166.66582031,-31.177859839871303
2016-02-01,368.49,378.2,366.53,371.81,7255.30181772,-25.93959414846114
2016-02-02,371.79,375,369.73,373.05,5719.1133236,-22.429652127252325
2016-02-03,373.05,374,365,368.38,7104.32734038,-23.81684468050196
2016-02-04,368.4,391.88,367.95,387.82,13446.49792282,-4.818724011858819
2016-02-05,388,389.5,382.99,385,7372.61395629,7.076807989835288
2016-02-06,384.97,384.98,371.35,375.39,5735.69706552,-6.992736008712541
2016-02-07,375.39,380,373.04,375,2885.48637169,-8.379488007467955
2016-02-08,375,378.99,369.99,370.91,6943.10816696,-9.63956114925827
2016-02-09,370.95,377,369.12,373.2,5779.68010082,-10.753909556507097
2016-02-10,373.69,383.85,372.12,379.66,10006.63329256,-1.253351048434638
2016-02-11,379.34,380.5,373.54,377.98,7471.9603901,-3.0028723272296816
2016-02-12,377.98,383.48,377.07,383.27,5996.43060992,2.150395148088876
2016-02-13,383,390.99,382,390.99,7325.181992,11.221767269790462
2016-02-14,390.99,406.71,390.59,405,9759.39188685,28.641514802677534
2016-02-15,405.5,409.71,393.4,399.28,7906.69773612,30.179869830866494
2016-02-16,399.5,407.8,396,407.51,8354.83032092,24.85703128359995
2016-02-17,407.51,421.11,404,415.54,11842.59274457,38.71888395737142
2016-02-18,415.59,424.9,413.4,421.18,8589.76263967,43.913329106318315
2016-02-19,421.15,422,414,419.54,5015.53810241,35.228567805415764
2016-02-20,419.98,443.96,419.5,434.63,11636.53692118,52.90448669035635
2016-02-21,434.63,447.99,426,438.5,10300.29973428,53.942417163162645
2016-02-22,438.33,439.5,431.15,438.27,5840.31605458,42.53207185413942
2016-02-23,438.26,440,414,419.1,10509.08507816,24.441775874976656
2016-02-24,419.1,424.28,409.07,423.78,7258.38130292,1.2200936071228057
2016-02-25,423.79,426.75,415.79,423.51,5597.96719927,8.28293737753387
2016-02-26,423.38,432,418.01,432,4635.1202274,11.503946323600417
2016-02-27,432,435,428.22,431.07,4159.35798035,21.33766827737179
2016-02-28,431.07,435,422.29,431.68,3502.30480189,12.339429952032958
2016-02-29,430.26,440.99,428.12,435.23,8463.34883157,20.51522567317113
2016-03-01,436.75,437.5,427.01,432.5,6942.06248076,13.57162200557525
2016-03-02,433.33,434.5,421.31,423.45,5785.5894872,5.448533147635942
2016-03-03,422.4,424.47,415.85,420.29,7472.30440784,-8.644114444883485
2016-03-04,420.29,423.9,406.02,408.01,7789.00370915,-14.337812381328831
2016-03-05,408.18,408.98,382,399.83,16436.4038611,-46.906696326853194
2016-03-06,399.77,412.31,393.11,406.23,5692.00930862,-28.83431113730279
2016-03-07,406.15,414.96,403.03,414.01,5930.58284852,-15.373695260545276
2016-03-08,413.96,414.99,408.46,411.75,5576.2582036,-8.50459593761019
2016-03-09,412.14,413.51,408.75,413,4882.28893015,-8.843939375094465
2016-03-10,412.99,416.9,409.31,416,5255.29945293,-5.021948035795219
2016-03-11,416,421.91,415.11,419.13,5950.80704899,4.784044540747061
2016-03-12,419.14,420.93,406.59,410.9,4640.49424974,-3.2251046793596743
2016-03-13,409.95,417,409.67,413.04,3286.86910903,-3.4086611537368867
2016-03-14,412.99,415.22,410.5,414.99,4469.78743496,-4.344566703202986
2016-03-15,414.83,417.43,412.15,415.85,4569.87994632,-0.7182000313169397
2016-03-16,415.84,416.82,413.15,416.57,4095.01566317,-0.7341714554145824
2016-03-17,416.52,419,415.66,418.49,3704.16067256,3.0592816096446427
2016-03-18,418.47,418.49,403.34,407.91,6391.24659489,-7.516330048876114
2016-03-19,407.5,409.95,404.1,409.04,2872.32184745,-13.686854327608046
2016-03-20,408.36,412,406.6,411.28,2579.00212762,-8.39730370937832
2016-03-21,410.62,411.96,406.5,411.67,3546.2789106,-8.01483175089578
2016-03-22,411.15,416.99,410.35,416.64,3950.15519468,-0.10699864362493372
2016-03-23,416.39,419,413.44,417.62,4946.39651099,3.879715448321406
2016-03-24,417.62,418.15,412.85,415.17,2776.60883211,2.1854703842755043
2016-03-25,415.17,416.92,412,415.7,2588.7827232,-0.263882527763883
2016-03-26,415.6,416.99,414,416.96,1253.0063756,1.129529261916673
2016-03-27,416.96,416.99,416.06,416.64,21.38049179,2.701025081642854
2016-03-28,424.62,424.77,420.32,422.87,3283.7914645,12.542307212836647
2016-03-29,422.87,424.37,407.22,415.95,5947.26732848,-0.865165246140009
2016-03-30,415.43,415.93,408.59,413.74,4824.85455184,-7.224427353834358
2016-03-31,413.68,416.99,411.4,414.66,3767.79239361,-3.0080805890008833
2016-04-01,414.66,416.99,413.42,416.31,3736.77266234,-1.1626405048578476
2016-04-02,416.31,420,416.01,419,2072.95050094,3.5191652815503858
2016-04-03,419.35,419.48,416.1,419.11,1337.67303294,2.270713098471788
2016-04-04,418.51,419.85,416,418.75,3456.41091746,1.9420397986900753
2016-04-05,418.81,423,416.61,422.71,3956.4598978,4.057462684591542
2016-04-06,422.71,422.9,420,421.03,2395.53791753,6.417825158221262
2016-04-07,420.62,421.99,418.09,420,3216.3306665,3.095278707046816
2016-04-08,419.99,423.99,416.26,417.75,4584.13099265,3.477381748897301
2016-04-09,417.75,418.71,412,418.24,3599.3966934,-6.020815643802337
2016-04-10,418.59,418.72,417.98,418.36,37.13734646,-0.029270551830563818
2016-04-11,420.4,422.8,418,422.69,3487.8325098,2.8349109555737755
2016-04-12,422.79,426.67,421,425.54,6082.73402325,7.8313522476346975
2016-04-13,425.32,426,422.27,423.93,3917.08383409,7.2854447836868985
2016-04-14,424.5,425.35,423.02,424.86,1109.6792152,6.13752410030304
2016-04-15,424.4,430,423.07,429.45,4406.24086239,8.456449228831218
2016-04-16,429.29,432.87,381.47,430.69,1848.39276214,-32.668757803858966
2016-04-17,430.18,430.91,377.87,427.42,1502.86305951,-39.34750668902194
2016-04-18,427.15,430.01,425.8,428.14,3180.43077198,6.5178514094097295
2016-04-19,428.14,436.82,378.98,435.63,3798.31734873,-36.630413077648825
2016-04-20,435.7,444,433.11,442.13,7602.64665004,20.132503076300964
2016-04-21,441.99,452.11,440,451,5421.15632535,28.700716922543734
2016-04-22,451,451.36,442.96,447.7,5494.44115676,26.340614505037422
2016-04-23,447.16,452.19,444.46,451.92,2250.03521079,23.54766957574634
2016-04-24,451.92,470.02,447.06,460.02,7103.31254835,37.27228820778254
2016-04-25,460.03,469.47,406,462.33,5607.28864403,-10.745181536186351
2016-04-26,462.29,469.87,462.13,467.42,3594.22425234,38.838415826125924
2016-04-27,467.39,469.03,410,445.38,5391.34277292,-13.788500720463503
2016-04-28,445.39,451,435,449.14,6716.37059433,-7.598714903254404
2016-04-29,449.94,456.53,445.62,456.53,2595.90358802,5.7711015114962265
2016-04-30,456.53,456.9,393.15,448.37,2312.7336173,-46.380484418717515
2016-05-01,448.43,453.78,446.84,453,1034.03440116,2.8224419268134966
2016-05-02,452.99,453.8,438.59,444.06,6597.1016602,-4.025049777016989
2016-05-03,444.06,452,440.78,450.61,5600.85014285,-4.32147123744312
2016-05-04,451.18,451.68,444.15,446.63,3327.60727439,-0.7226896320940455
2016-05-05,447.36,450,445.11,448.5,2569.5932008,-1.5065911132234078
2016-05-06,448.5,463.97,447.03,458.48,5540.01942593,11.477207617237013
2016-05-07,458.98,461,455.95,458.07,2004.63685564,15.053320814774622
2016-05-08,458.97,459.69,455.95,458.21,1353.23221974,11.6685606983782
2016-05-09,457.75,464.79,455.62,460.82,3536.50388948,13.914480598609941
2016-05-10,461.49,463,447.38,451.62,5746.15794322,4.349554798808526
2016-05-11,450.88,457.99,450.32,452.91,3346.58050448,2.3096183989787846
2016-05-12,452.95,455.25,448.88,455.2,3453.49239809,-2.498898515161045
2016-05-13,455.2,456.82,452.04,455.91,2822.65051925,1.489515558433368
2016-05-14,456.42,457.25,453.51,455.57,1371.60752508,2.851013335799962
2016-05-15,456.3,458.08,454.72,457.56,1612.62318102,3.8608685735428594
2016-05-16,457.56,458,451.11,454,3248.19201846,0.3050302058938996
2016-05-17,454,456.09,452,453.08,3430.4794661,-0.3371169663766409
2016-05-18,452.96,455.68,452,452.92,2608.23175371,-0.3775288283227951
2016-05-19,452.47,453.85,435.03,436.3,5961.11508587,-14.112167567133838
2016-05-20,436.3,444.41,435.06,442.72,3429.48001225,-21.0147150575433
2016-05-21,442.84,443.98,435.28,443.31,1916.43483232,-19.244041477894257
2016-05-22,442.72,443.47,435,438.8,2350.68206338,-17.047749838195045
2016-05-23,438.72,442.99,436.4,442.99,2625.60063215,-14.76521414702438
2016-05-24,442.63,446.37,441,443.97,3072.77859998,-5.897326411735207
2016-05-25,445.31,449.6,444.26,448.7,3663.31591089,0.0022916470841209957
2016-05-26,448.27,452.98,446.8,452.07,3768.49837208,4.453392840357822
2016-05-27,452.07,478.16,452.07,472.05,12221.5420295,27.935765291735265
2016-05-28,470.58,529.08,468,519.41,12568.0311235,75.28208453577315
2016-05-29,522.13,540,485,517.84,8215.67477954,86.93321531637696
2016-05-30,517.6,535,510.01,527.64,6074.77470621,90.19847027118021
2016-05-31,527.64,548.5,515,531.84,12071.18195857,93.1358316610116
2016-06-01,532.37,542.87,525.49,536.95,5456.94265694,83.20499856658137
2016-06-02,536.95,540,529.13,538,3939.35132771,70.9971416284983
2016-06-03,538,578.37,535.74,569.94,8782.75758052,95.72754996728429
2016-06-04,569.93,588.71,558.54,573.8,6216.62719325,110.40789997195793
2016-06-05,573.5,582,566,573.91,5415.83329102,95.3039142616783
2016-06-06,573.8,586.02,573.8,584.5,4465.51612091,90.50906936715273
2016-06-07,584.12,594.44,563,577.54,6705.9183035,75.87634517184529
2016-06-08,577.48,584.25,571.86,583.03,3259.15110515,62.475438718724604
2016-06-09,583.01,583.1,572.97,575.01,3770.71826177,54.38037604462113
2016-06-10,576.06,580,572,578.01,3458.45611993,42.54889375253242
2016-06-11,576.53,611,575.93,610,4000.07125392,61.68619464502774
2016-06-12,610,683.02,603.21,672.13,14138.30680141,129.69816683859517
2016-06-13,668.73,725,655.02,704.49,17280.60397099,187.42414300451014
2016-06-14,703.81,704.5,655,685.25,10633.44050213,141.48926543243738
2016-06-15,685.25,695.77,672.12,695,5783.92382791,125.30937037066053
2016-06-16,695,773.07,689.8,766.62,17946.82684699,178.76660317485187
2016-06-17,767.37,778.7,706.37,745.22,14687.27083687,171.48994557844446
2016-06-18,745,778.85,723.02,754.83,5903.4718056,160.27852478152374
2016-06-19,753.47,764.93,740.11,761.44,2617.2792086,137.55016409844893
2016-06-20,759.12,763.99,723.4,730.85,7973.95130462,106.44156922724198
2016-06-21,725,728.18,625,667.54,32614.06863406,-21.215797805221086
2016-06-22,665.36,677.63,588.03,601.3,16456.40877925,-84.19354097590383
2016-06-23,600.51,632.67,540.17,624.91,24274.74702818,-162.72303512220333
2016-06-24,622.59,683.88,620.82,661.71,16163.80160244,-29.128315819031286
2016-06-25,660.76,684.45,639.4,659.86,6576.67165427,-7.962842130598233
2016-06-26,658.8,662.9,656.15,657.79,84.3049939,-10.443864683370066
2016-06-27,630.16,658,618.03,657.5,8668.59311395,-51.39331258574566
2016-06-28,657.49,665.51,635.5,646.08,5478.35678007,-21.37569650206774
2016-06-29,644.33,645,621.09,634.11,9132.30662895,-48.55773985891517
2016-06-30,635.91,671.22,628.06,667.95,7479.78991543,-18.403777021927453
2016-07-01,666.33,684.1,659.71,674.86,6432.9196212,21.549619695490833
2016-07-02,674.55,704.93,672.74,702.48,5474.31093254,43.59538831042062
2016-07-03,702.48,704.99,646.29,658.27,7320.31995027,19.7103328375033
2016-07-04,659.77,682.35,640.1,680.35,4290.1322529,-13.281143282139965
2016-07-05,678.74,682.36,661.57,668.94,3087.00697287,7.891877186737247
2016-07-06,669.09,679,662.13,674.7,3554.11103812,3.183037588631919
2016-07-07,674.7,678.43,605.5,638.19,12686.97748112,-45.221682066886956
2016-07-08,638.89,665.99,635,663,6579.38521251,-27.711441771617274
2016-07-09,663,663.99,626,647.78,6150.78612894,-33.976950089957654
2016-07-10,647.78,650.88,636.8,648.76,2313.34939113,-32.508814362821
2016-07-11,648.77,659.6,639.31,649.32,2975.83245006,-18.200412310989464
2016-07-12,649.32,678,646.05,663.52,4286.94823949,5.521075162009083
2016-07-13,663.52,669.97,651.03,655.06,6573.20203069,3.6723501388648856
2016-07-14,652.24,664.93,650.01,659.1,2392.43467683,-2.512271309544417
2016-07-15,660.3,670.01,658.41,664.6,3228.34264299,9.289481734676315
2016-07-16,664.6,666.67,655,662.45,1682.67647053,1.7152700582938678
2016-07-17,662.45,684.19,661.35,679.54,3437.77012475,19.995945764252042
2016-07-18,679.54,682.21,666.12,672.1,3012.20623461,20.120810655073115
2016-07-19,673.45,675.81,666,673.48,1901.69030861,10.9221234186341
2016-07-20,674.8,675,660,667.03,3417.32189644,3.6589629302577578
2016-07-21,667.01,667.1,660.1,663.99,2501.83893143,-3.6608889169219765
2016-07-22,663.25,666.3,645,649.95,5191.55506577,-15.137904785933188
2016-07-23,647.88,656.77,646,655.52,1284.52223933,-21.468204102228356
2016-07-24,655.52,665,651.99,661.47,1427.97990306,-7.062746373338541
2016-07-25,659.64,661.99,652.28,654.96,2441.94401025,-7.7637826057186885
2016-07-26,655,656.94,645.01,651.24,3552.82907397,-17.290385090615928
2016-07-27,651.22,659.98,646.31,653.48,2664.94311137,-11.196044363385226
2016-07-28,655.13,657.89,652.41,653.07,1908.65442208,-5.565180882901586
2016-07-29,654.84,657.48,653,654.61,1297.14816627,-4.435869328201306
2016-07-30,654.88,657.5,652.19,654.67,669.15982547,-4.429316567029673
2016-07-31,654.02,654.71,614.97,623.83,4933.59771338,-34.945128486025396
2016-08-01,622.5,630,603.63,606.35,5512.82137405,-57.86296727373622
2016-08-02,606.84,613.03,465.28,540.03,22141.67217658,-182.9782576632026
2016-08-03,540,572.34,521,563.42,15447.73506247,-148.74136371131647
2016-08-04,563.99,583.97,552,576.13,8499.83692796,-93.2797403239856
2016-08-05,578.14,578.2,562,572.5,4810.23375099,-77.01406313484472
2016-08-06,572.98,592,562.56,589.48,6021.3087891,-57.189196972724176
2016-08-07,589.47,598.82,582.12,592.47,2910.30990604,-26.979311690906343
2016-08-08,592.47,594,583.58,591.88,3181.85250852,-26.88798144934833
2016-08-09,591.85,591.85,579.43,582.75,3174.70598792,-27.62112695658425
2016-08-10,582.71,603,580.01,590.27,5198.38160449,-13.268108819929239
2016-08-11,590.46,597.78,585.22,585.22,2543.68401092,-9.586950417082107
2016-08-12,585.25,591.19,580.47,585.91,2177.29647334,-17.96024321464165
2016-08-13,585.34,589.98,581.71,583.52,962.30229892,-14.704494183978568
2016-08-14,583.54,583.92,556.24,568.76,4812.8152523,-39.252423586267355
2016-08-15,568.76,573.69,554.9,565.55,4542.40324264,-43.92064878822919
2016-08-16,564.2,579.8,563,574.99,4837.18871903,-26.49198467562519
2016-08-17,574.95,577.86,566.02,570.91,4108.5976507,-21.487415436250217
2016-08-18,570.91,575.87,568.79,571.49,3967.28412511,-17.509213231071612
2016-08-19,571.51,574.86,552.3,572.91,4650.68839666,-32.673611340918455
2016-08-20,572.98,581.02,568.52,577.88,2431.67559578,-9.711666863644496
2016-08-21,577.7,583.99,576.01,577.55,1139.76224273,1.341428402590509
2016-08-22,577.55,585.95,572.5,582.78,5086.06256577,-1.1944899406366858
2016-08-23,582.78,584.99,576,580.23,4182.04589939,1.2290086223113121
2016-08-24,580.27,582.1,575.4,577.58,2989.15498134,-1.6037068951618494
2016-08-25,577.65,578.75,571.16,575.71,4231.35357206,-8.096034481567244
2016-08-26,575.75,582.46,574.1,578.78,3300.29774328,-1.382315269914784
2016-08-27,577.92,579.09,564.81,568.31,2702.58036182,-10.996270231355652
2016-08-28,567.51,573.34,566.8,573.2,1034.00938399,-13.542517341161897
2016-08-29,573.2,575,568.6,571.5,2333.00891707,-8.556443435281494
2016-08-30,570.74,576.5,568.55,575.91,4439.04375649,-7.058380087384194
2016-08-31,575.88,576.49,568.4,570.75,3917.82520705,-5.7028972177578225
2016-09-01,570.75,572.86,566.86,571.05,2833.21048959,-9.659626186649575
2016-09-02,571.05,574.2,567.03,572,2996.65467508,-7.381108159985388
2016-09-03,572,598.64,569.01,595.01,4645.77734019,13.123335862869567
2016-09-04,596.25,609.05,590.88,603.72,3951.19879148,37.844287882459525
2016-09-05,605.72,607.31,592.46,603.48,3788.04435575,31.273675327822502
2016-09-06,604.98,609.74,601,608.16,4038.33754573,35.411721709562244
2016-09-07,608.93,615.92,604.7,615.16,4502.71072652,37.43576146533917
2016-09-08,614.44,628.98,611.66,625.67,4354.95251639,47.71922411314779
2016-09-09,625.67,627.49,612.93,622.01,3274.07565086,40.199334954126584
2016-09-10,622.01,625,618.67,621.65,1527.83753513,37.295144246394216
2016-09-11,621.65,628.99,594.63,606.32,5336.9515717,16.350123639766593
2016-09-12,604.08,609.15,602,608.04,3512.28237051,2.6215345483714145
2016-09-13,606.4,609.61,603.28,607.46,3471.52717479,3.4484581843183832
2016-09-14,607.45,610.69,605.98,608.5,2895.44618425,6.148678443701556
2016-09-15,608.5,608.99,602.3,606.71,3083.35041243,0.35458152317255553
2016-09-16,606.65,608.99,603.5,605.69,2612.88007635,1.4910698770049748
2016-09-17,607.04,607.59,601.1,604.1,1117.48707654,-1.9090829625670267
2016-09-18,602.93,609.06,601.97,608,1307.05511292,-0.3406425393432073
2016-09-19,608,609.5,603,608.72,2476.59039745,0.2623063948487925
2016-09-20,608.73,608.88,601,601,2680.09992026,-0.8951659472724032
2016-09-21,600.95,601.01,592.1,595.46,3668.15124083,-14.828713669090689
2016-09-22,595.46,596.42,592.5,595.41,2414.53313885,-16.573183144934887
2016-09-23,595.42,602.9,593,601.42,4007.88275861,-9.21415698137264
2016-09-24,600.47,603.59,597.76,599.33,1140.17360181,-2.8421345554621666
2016-09-25,600.05,601.99,596,598.98,1086.32512742,-5.311829618967522
2016-09-26,598.95,607.27,596.1,606.47,4051.86804551,-1.3087111019721078
2016-09-27,606.7,608.37,600.02,604.26,3055.67943038,3.16253334116675
2016-09-28,604.26,605.3,601.41,603.95,2202.84306821,1.1007428638571355
2016-09-29,603.93,605.99,601,605.6,2718.01919323,0.5820653118776136
2016-09-30,605.59,608.39,603.15,608.23,2586.62431154,3.6960559816093337
2016-10-01,608.23,614.28,608.23,612.98,1458.84374513,12.078047984236491
2016-10-02,612.98,613,605,608.6,1406.15761649,6.601183986488422
2016-10-03,608.6,612.98,606.6,612.71,2179.76496681,6.178157702704425
2016-10-04,612.84,612.84,604.99,607.19,2955.42383816,4.2884208880324195
2016-10-05,607.19,612,605.76,608.49,2410.92611361,3.727217904027839
2016-10-06,608.01,610.5,607.09,610.25,2039.8002153,2.6333296320239015
2016-10-07,610.25,616.34,607.52,614.88,4033.82185438,6.78856825602054
2016-10-08,614.88,616.99,612.5,614.34,888.32919261,10.760201362303405
2016-10-09,614.34,614.98,610,613.06,1174.26113887,5.19445831054577
2016-10-10,612.12,616.47,612.12,616,2295.52302846,7.059535694753436
2016-10-11,616.37,639,614.56,639,8087.31933662,23.962459166931467
2016-10-12,638.3,640,628.76,634.5,2613.04846135,33.53353642879847
2016-10-13,634.5,636,630,634.02,2381.50067975,26.085888367541656
2016-10-14,635.16,639.99,630.45,638.2,3154.50764207,25.313618600750033
2016-10-15,638.2,642,635.25,635.96,1411.06864068,28.295958800642893
2016-10-16,635.26,641.4,635.18,638.97,1289.53724609,23.48510754340805
2016-10-17,638.97,639.99,632.1,636.91,3958.0365344,16.03437789434986
2016-10-18,636.96,637.8,631.52,635.95,2731.10814543,11.000895338014061
2016-10-19,635.95,638.04,624.13,627.98,4472.89998392,4.1879102897263465
2016-10-20,627.84,630.22,625,628.89,2040.00987473,-2.7332197516630004
2016-10-21,628.05,632.36,627.5,629,3041.68075446,1.900097355717321
2016-10-22,628.99,656,628.57,654.52,4351.717345,19.312940590614858
2016-10-23,654.52,656,647.51,648.74,2534.54327773,33.64966336338421
2016-10-24,648.71,652.25,640,648.6,4679.0014143,18.483997168615133
2016-10-25,649.03,657.58,643,651.97,6106.91617897,22.503426144527225
2016-10-26,651.97,677,651.69,675.11,6688.29651819,40.307222409594715
2016-10-27,674.63,685.89,665.59,684.71,4545.43620804,51.52047635108124
2016-10-28,684.68,687.23,677.05,685.91,3574.07546814,54.05469401521236
2016-10-29,685.91,717.99,684.89,711.13,4034.88400838,76.6497377273248
2016-10-30,711.1,711.78,691.49,697.23,3751.51862978,67.29263233770689
2016-10-31,697.1,706.97,683.6,697.01,4655.89251212,46.30082771803461
2016-11-01,697.04,737,695.38,726.6,6559.98890705,72.54928090117244
2016-11-02,726.6,742,717.32,742,4320.5234999,81.75081220100503
2016-11-03,742,745.19,670.32,685.22,12095.71703951,38.95926760086161
2016-11-04,684.84,707.67,681,702.7,5345.6792147,7.997943657881137
2016-11-05,702.95,707.34,694.71,703.46,1918.31151101,17.628237421041035
2016-11-06,703.33,714.36,697.92,709.93,2292.8635227,22.79563207517799
2016-11-07,709.92,709.92,698.26,702.86,3007.32483699,16.37625606443828
2016-11-08,702.86,712.92,701.02,709.31,5526.47459343,18.305362340947
2016-11-09,708.17,740.86,705.45,721.5,9726.2512339,43.90888200652614
2016-11-10,721.5,722,707,714.47,4996.45256408,22.807613148450855
2016-11-11,714.48,720.94,712.24,716.39,3327.9251908,23.18938269867226
2016-11-12,716.39,716.39,701,702.28,2810.41568833,8.175185170290547
2016-11-13,701.17,702.89,683.23,700.38,6023.54902216,-21.886984139751007
2016-11-14,700.38,705.89,697.14,703.82,7560.77605369,-4.924557834072402
2016-11-15,704.98,716.54,703.05,711.06,5668.93994884,9.611807570795008
2016-11-16,711.07,742.87,708.44,739.71,11585.04541819,31.411549346395873
2016-11-17,739.71,749.98,732.22,735.24,6681.43151549,55.07561372548207
2016-11-18,736,752.95,731.31,748.98,4271.04146281,47.01624033612734
2016-11-19,748.98,755.07,742.63,750.75,1965.43652251,51.276777430966376
2016-11-20,750.09,753.82,714,727.09,5521.9596111,20.28866636939972
2016-11-21,727.09,739.2,727.03,736.76,4017.57762466,14.985999745199706
2016-11-22,736.92,750,730.27,749.22,5034.70408511,22.283714067313895
2016-11-23,749.13,749.98,729.92,740.18,4462.77871527,18.717469200554774
2016-11-24,740.18,741.15,729,735.63,4039.81535353,7.527830743332629
2016-11-25,735.63,737.07,728,737.07,3356.08903132,0.8024263514279255
2016-11-26,736.96,737.56,722.3,729.91,2314.57662144,-3.7722059844904834
2016-11-27,729.91,732,722.44,727.32,3447.86947559,-7.9076051295630805
2016-11-28,727.32,732.44,724.1,729.54,4741.10019229,-5.340804396768249
2016-11-29,730.99,733.29,721,730.76,5406.58132791,-7.539260911515839
2016-11-30,730.72,744.49,727,742.06,6249.61852304,6.476347790129239
2016-12-01,742.06,754.98,740.18,751.54,6124.50185944,24.708298105825065
2016-12-02,751.55,778.07,750.77,769.99,8071.03298962,48.45568409070722
2016-12-03,770.91,770.99,752.41,760.75,2772.66124771,37.14201493489179
2016-12-04,762.97,762.97,752.41,762,3215.67738872,23.730298515621485
2016-12-05,762,762.09,743,750.24,5567.77285718,12.178827299104228
2016-12-06,749.51,759.9,747.99,758.98,6763.73852485,11.400423399232182
2016-12-07,758.97,769.61,751.78,763.99,4809.70777587,20.40179148505615
2016-12-08,764.05,772.01,762.29,766.84,4889.40556084,28.64153555861958
2016-12-09,766.84,773.99,766.29,769.57,2868.41656863,29.83845905024532
2016-12-10,769.57,774.12,768.11,772.28,2200.70812763,26.91439347163896
2016-12-11,772.28,772.28,764.01,768.97,1421.13041748,17.742337261404828
2016-12-12,768.97,779,768.96,776.9,2802.89469742,24.376289081204277
2016-12-13,777,793.27,765.1,775.35,4918.66570167,30.912533498175094
2016-12-14,775.75,781,770.74,777.09,2331.65896534,20.465028712721505
2016-12-15,777.03,779.08,771,775.89,3039.82232695,15.875738896618373
2016-12-16,776.3,782.46,771.24,781.32,3475.77113229,15.433490482815841
2016-12-17,781.32,790.88,780.36,788.52,2389.76188083,27.43442041384219
2016-12-18,788.3,790.99,780,788.67,2519.24374939,22.393788926150364
2016-12-19,788.34,794.39,787.01,791,3917.87027522,28.031819079557522
2016-12-20,791.03,803,787.1,798.61,4118.18910461,30.467273496763596
